date4,predict,open_base_SPX5004,open_base_SPX5004,BUYPriceByPrediction,BUYPriceByPredictionAndClose,BUYPriceByPredictionDiff,RESULT OF BUY,SUM
2022-01-03 08:00:00,-0.008334331214427948,4789.1,4791.3,,,0.0,,-6.200000000000728
2022-01-03 08:30:00,-0.015479683876037598,4791.3,4788.2,,,0.0,,-6.200000000000728
2022-01-03 09:00:00,-0.01883622258901596,4788.2,4790.5,,,0.0,,-6.200000000000728
2022-01-03 09:30:00,-0.001941874623298645,4790.5,4795.0,,,0.0,,-6.200000000000728
2022-01-03 10:00:00,0.004207819700241089,4795.0,4799.5,,,0.0,,-6.200000000000728
2022-01-03 10:30:00,0.001529589295387268,4799.5,4800.0,,,0.0,,-6.200000000000728
2022-01-03 11:00:00,-0.010068640112876892,4800.0,4802.0,,,0.0,,-6.200000000000728
2022-01-03 11:30:00,-0.011713869869709015,4802.0,4802.8,,,0.0,,-6.200000000000728
2022-01-03 12:00:00,-0.00992400199174881,4802.8,4800.1,,,0.0,,-6.200000000000728
2022-01-03 12:30:00,-0.0034566298127174377,4800.1,4796.6,,,0.0,,-6.200000000000728
2022-01-03 13:00:00,-0.0042999014258384705,4796.6,4796.7,,,0.0,,-6.200000000000728
2022-01-03 13:30:00,0.009716935455799103,4796.7,4787.7,,,0.0,,-6.200000000000728
2022-01-03 14:00:00,0.070511095225811,4787.7,4785.5,4785.5,,4785.5,,-6.200000000000728
2022-01-03 14:30:00,0.15854831039905548,4785.5,4771.2,4771.2,,-14.300000000000182,-14.300000000000182,-20.50000000000091
2022-01-03 15:00:00,2.9987637996673584,4771.2,4789.0,4789.0,,17.800000000000182,17.800000000000182,-2.7000000000007276
2022-01-03 15:30:00,2.381826877593994,4789.0,4783.2,4783.2,,-5.800000000000182,-5.800000000000182,-8.50000000000091
2022-01-03 16:00:00,-0.7363362908363342,4783.2,4776.6,,4776.6,-4783.2,-6.599999999999454,-15.100000000000364
2022-01-03 16:30:00,-0.4583250880241394,4776.6,4774.4,,,0.0,,-15.100000000000364
2022-01-03 17:00:00,-0.006640590727329254,4774.4,4780.8,,,0.0,,-15.100000000000364
2022-01-03 17:30:00,0.0038159340620040894,4780.8,4777.2,,,0.0,,-15.100000000000364
2022-01-03 18:00:00,0.003451719880104065,4777.2,4781.8,,,0.0,,-15.100000000000364
2022-01-03 18:30:00,0.010057292878627777,4781.8,4788.4,4788.4,,4788.4,,-15.100000000000364
2022-01-03 19:00:00,0.009663961827754974,4788.4,4790.8,,4790.8,-4788.4,2.4000000000005457,-12.699999999999818
2022-01-03 19:30:00,0.01159987598657608,4790.8,4793.4,4793.4,,4793.4,,-12.699999999999818
2022-01-03 20:00:00,0.010621681809425354,4793.4,4795.2,4795.2,,1.800000000000182,1.800000000000182,-10.899999999999636
2022-01-03 20:30:00,-0.006543688476085663,4795.2,4798.8,,4798.8,-4795.2,3.600000000000364,-7.299999999999272
2022-01-03 21:00:00,-0.004082925617694855,4798.8,4798.6,,,0.0,,-7.299999999999272
2022-01-03 21:30:00,0.00962492823600769,4798.6,4798.6,,,0.0,,-7.299999999999272
2022-01-03 22:00:00,0.0090215764939785,4798.6,4798.6,,,0.0,,-7.299999999999272
2022-01-03 22:30:00,0.008816398680210114,4798.6,4797.6,,,0.0,,-7.299999999999272
2022-01-03 23:00:00,0.004036329686641693,4797.6,4796.8,,,0.0,,-7.299999999999272
2022-01-03 23:30:00,-0.006579644978046417,4796.8,4794.6,,,0.0,,-7.299999999999272
2022-01-04 00:00:00,-0.015103422105312347,4794.6,4793.6,,,0.0,,-7.299999999999272
2022-01-04 00:30:00,-0.005900658667087555,4793.6,4796.1,,,0.0,,-7.299999999999272
2022-01-04 01:00:00,-0.0028284117579460144,4796.1,4797.4,,,0.0,,-7.299999999999272
2022-01-04 01:30:00,-0.01790853589773178,4797.4,4796.5,,,0.0,,-7.299999999999272
2022-01-04 02:00:00,-0.32570597529411316,4796.5,4797.6,,,0.0,,-7.299999999999272
2022-01-04 02:30:00,-0.6175442337989807,4797.6,4801.0,,,0.0,,-7.299999999999272
2022-01-04 03:00:00,-0.0005834475159645081,4801.0,4801.5,,,0.0,,-7.299999999999272
2022-01-04 03:30:00,-0.020490877330303192,4801.5,4802.0,,,0.0,,-7.299999999999272
2022-01-04 04:00:00,-0.028457768261432648,4802.0,4805.1,,,0.0,,-7.299999999999272
2022-01-04 04:30:00,0.0010876581072807312,4805.1,4806.5,,,0.0,,-7.299999999999272
2022-01-04 05:00:00,0.005459494888782501,4806.5,4809.0,,,0.0,,-7.299999999999272
2022-01-04 05:30:00,-0.007310956716537476,4809.0,4809.4,,,0.0,,-7.299999999999272
2022-01-04 06:00:00,-0.023624248802661896,4809.4,4807.4,,,0.0,,-7.299999999999272
2022-01-04 06:30:00,-0.015372619032859802,4807.4,4808.1,,,0.0,,-7.299999999999272
2022-01-04 07:00:00,-0.014538027346134186,4808.1,4806.0,,,0.0,,-7.299999999999272
2022-01-04 07:30:00,0.3287051320075989,4806.0,4809.1,4809.1,,4809.1,,-7.299999999999272
2022-01-04 08:00:00,-0.01613866537809372,4809.1,4807.8,,4807.8,-4809.1,-1.300000000000182,-8.599999999999454
2022-01-04 08:30:00,-0.0160137340426445,4807.8,4805.1,,,0.0,,-8.599999999999454
2022-01-04 09:00:00,-0.01677641272544861,4805.1,4806.6,,,0.0,,-8.599999999999454
2022-01-04 09:30:00,-0.01601024717092514,4806.6,4808.5,,,0.0,,-8.599999999999454
2022-01-04 10:00:00,-0.004497028887271881,4808.5,4816.4,,,0.0,,-8.599999999999454
2022-01-04 10:30:00,-0.004484169185161591,4816.4,4815.6,,,0.0,,-8.599999999999454
2022-01-04 11:00:00,-0.010706938803195953,4815.6,4816.5,,,0.0,,-8.599999999999454
2022-01-04 11:30:00,0.0060509443283081055,4816.5,4815.0,,,0.0,,-8.599999999999454
2022-01-04 12:00:00,-0.008121892809867859,4815.0,4808.9,,,0.0,,-8.599999999999454
2022-01-04 12:30:00,0.038807325065135956,4808.9,4811.3,4811.3,,4811.3,,-8.599999999999454
2022-01-04 13:00:00,0.08334560692310333,4811.3,4815.5,4815.5,,4.199999999999818,4.199999999999818,-4.399999999999636
2022-01-04 13:30:00,-0.011829428374767303,4815.5,4814.9,,4814.9,-4815.5,-0.6000000000003638,-5.0
2022-01-04 14:00:00,-0.006097190082073212,4814.9,4813.0,,,0.0,,-5.0
2022-01-04 14:30:00,-0.00862284004688263,4813.0,4817.1,,,0.0,,-5.0
2022-01-04 15:00:00,1.0239052772521973,4817.1,4816.4,4816.4,,4816.4,,-5.0
2022-01-04 15:30:00,2.1063270568847656,4816.4,4797.2,4797.2,,-19.199999999999818,-19.199999999999818,-24.199999999999818
2022-01-04 16:00:00,-0.7949125170707703,4797.2,4790.6,,4790.6,-4797.2,-6.599999999999454,-30.799999999999272
2022-01-04 16:30:00,-1.2727824449539185,4790.6,4795.2,,,0.0,,-30.799999999999272
2022-01-04 17:00:00,0.013248052448034286,4795.2,4795.8,4795.8,,4795.8,,-30.799999999999272
2022-01-04 17:30:00,0.019357644021511078,4795.8,4788.4,4788.4,,-7.400000000000546,-7.400000000000546,-38.19999999999982
2022-01-04 18:00:00,0.38008126616477966,4788.4,4788.6,4788.6,,0.2000000000007276,0.2000000000007276,-37.99999999999909
2022-01-04 18:30:00,0.7422294020652771,4788.6,4777.4,4777.4,,-11.200000000000728,-11.200000000000728,-49.19999999999982
2022-01-04 19:00:00,0.8239122033119202,4777.4,4785.8,4785.8,,8.400000000000546,8.400000000000546,-40.79999999999927
2022-01-04 19:30:00,0.01618998870253563,4785.8,4794.6,4794.6,,8.800000000000182,8.800000000000182,-31.99999999999909
2022-01-04 20:00:00,0.0069804564118385315,4794.6,4803.2,,4803.2,-4794.6,8.599999999999454,-23.399999999999636
2022-01-04 20:30:00,0.0012055113911628723,4803.2,4795.6,,,0.0,,-23.399999999999636
2022-01-04 21:00:00,0.07147572934627533,4795.6,4794.6,,,0.0,,-23.399999999999636
2022-01-04 21:30:00,0.0006218403577804565,4794.6,4794.6,,,0.0,,-23.399999999999636
2022-01-04 22:00:00,0.010577436536550522,4794.6,4794.6,,,0.0,,-23.399999999999636
2022-01-04 22:30:00,0.006017301231622696,4794.6,4794.9,,,0.0,,-23.399999999999636
2022-01-04 23:00:00,0.009338028728961945,4794.9,4791.1,,,0.0,,-23.399999999999636
2022-01-04 23:30:00,-0.008203156292438507,4791.1,4789.9,,,0.0,,-23.399999999999636
2022-01-05 00:00:00,0.04494734853506088,4789.9,4787.5,4787.5,,4787.5,,-23.399999999999636
2022-01-05 00:30:00,-0.009866908192634583,4787.5,4788.8,,4788.8,-4787.5,1.300000000000182,-22.099999999999454
2022-01-05 01:00:00,-0.003655746579170227,4788.8,4789.5,,,0.0,,-22.099999999999454
2022-01-05 01:30:00,0.0766402930021286,4789.5,4784.0,4784.0,,4784.0,,-22.099999999999454
2022-01-05 02:00:00,0.5089840888977051,4784.0,4784.0,4784.0,,0.0,,-22.099999999999454
2022-01-05 02:30:00,0.48159563541412354,4784.0,4785.4,4785.4,,1.3999999999996362,1.3999999999996362,-20.699999999999818
2022-01-05 03:00:00,-0.011782027781009674,4785.4,4783.9,,4783.9,-4785.4,-1.5,-22.199999999999818
2022-01-05 03:30:00,0.10363635420799255,4783.9,4785.8,4785.8,,4785.8,,-22.199999999999818
2022-01-05 04:00:00,0.02380477637052536,4785.8,4784.5,4784.5,,-1.300000000000182,-1.300000000000182,-23.5
2022-01-05 04:30:00,0.0016873851418495178,4784.5,4784.4,,4784.4,-4784.5,-0.1000000000003638,-23.600000000000364
2022-01-05 05:00:00,-0.0036458075046539307,4784.4,4779.6,,,0.0,,-23.600000000000364
2022-01-05 05:30:00,0.19467830657958984,4779.6,4780.3,4780.3,,4780.3,,-23.600000000000364
2022-01-05 06:00:00,0.5198359489440918,4780.3,4781.5,4781.5,,1.199999999999818,1.199999999999818,-22.400000000000546
2022-01-05 06:30:00,-0.00905897468328476,4781.5,4786.3,,4786.3,-4781.5,4.800000000000182,-17.600000000000364
2022-01-05 07:00:00,-0.01421181857585907,4786.3,4786.4,,,0.0,,-17.600000000000364
2022-01-05 07:30:00,-0.022402264177799225,4786.4,4790.0,,,0.0,,-17.600000000000364
2022-01-05 08:00:00,-0.01346491277217865,4790.0,4790.8,,,0.0,,-17.600000000000364
2022-01-05 08:30:00,-0.02584017813205719,4790.8,4789.8,,,0.0,,-17.600000000000364
2022-01-05 09:00:00,0.05024653300642967,4789.8,4795.4,4795.4,,4795.4,,-17.600000000000364
2022-01-05 09:30:00,-0.0051058754324913025,4795.4,4795.3,,4795.3,-4795.4,-0.0999999999994543,-17.699999999999818
2022-01-05 10:00:00,-0.011989183723926544,4795.3,4797.5,,,0.0,,-17.699999999999818
2022-01-05 10:30:00,-0.013508282601833344,4797.5,4793.4,,,0.0,,-17.699999999999818
2022-01-05 11:00:00,0.3147115111351013,4793.4,4790.8,4790.8,,4790.8,,-17.699999999999818
2022-01-05 11:30:00,0.6699373126029968,4790.8,4792.6,4792.6,,1.800000000000182,1.800000000000182,-15.899999999999636
2022-01-05 12:00:00,-0.004354320466518402,4792.6,4794.0,,4794.0,-4792.6,1.3999999999996362,-14.5
2022-01-05 12:30:00,-0.006269372999668121,4794.0,4790.9,,,0.0,,-14.5
2022-01-05 13:00:00,0.20710501074790955,4790.9,4792.9,4792.9,,4792.9,,-14.5
2022-01-05 13:30:00,0.03330039978027344,4792.9,4794.1,4794.1,,1.2000000000007276,1.2000000000007276,-13.299999999999272
2022-01-05 14:00:00,-0.007479391992092133,4794.1,4792.3,,4792.3,-4794.1,-1.800000000000182,-15.099999999999454
2022-01-05 14:30:00,0.0651388168334961,4792.3,4792.6,4792.6,,4792.6,,-15.099999999999454
2022-01-05 15:00:00,2.126845121383667,4792.6,4797.2,4797.2,,4.599999999999454,4.599999999999454,-10.5
2022-01-05 15:30:00,1.758142113685608,4797.2,4793.6,4793.6,,-3.5999999999994543,-3.5999999999994543,-14.099999999999454
2022-01-05 16:00:00,-0.007027558982372284,4793.6,4792.6,,4792.6,-4793.6,-1.0,-15.099999999999454
2022-01-05 16:30:00,0.017667941749095917,4792.6,4785.2,4785.2,,4785.2,,-15.099999999999454
2022-01-05 17:00:00,0.07514911890029907,4785.2,4791.4,4791.4,,6.199999999999818,6.199999999999818,-8.899999999999636
2022-01-05 17:30:00,-0.011940672993659973,4791.4,4779.2,,4779.2,-4791.4,-12.199999999999818,-21.099999999999454
2022-01-05 18:00:00,0.44776058197021484,4779.2,4778.6,4778.6,,4778.6,,-21.099999999999454
2022-01-05 18:30:00,0.02228548377752304,4778.6,4778.2,4778.2,,-0.4000000000005457,-0.4000000000005457,-21.5
2022-01-05 19:00:00,-0.0007200464606285095,4778.2,4753.6,,4753.6,-4778.2,-24.599999999999454,-46.099999999999454
2022-01-05 19:30:00,-1.477169394493103,4753.6,4737.0,,,0.0,,-46.099999999999454
2022-01-05 20:00:00,0.28411978483200073,4737.0,4722.6,4722.6,,4722.6,,-46.099999999999454
2022-01-05 20:30:00,-0.5855292081832886,4722.6,4703.8,,4703.8,-4722.6,-18.800000000000182,-64.89999999999964
2022-01-05 21:00:00,-1.0575162172317505,4703.8,4706.9,,,0.0,,-64.89999999999964
2022-01-05 21:30:00,-0.2819713056087494,4706.9,4706.9,,,0.0,,-64.89999999999964
2022-01-05 22:00:00,0.0029056593775749207,4706.9,4706.9,,,0.0,,-64.89999999999964
2022-01-05 22:30:00,3.232806921005249e-05,4706.9,4704.6,,,0.0,,-64.89999999999964
2022-01-05 23:00:00,-0.007649905979633331,4704.6,4706.8,,,0.0,,-64.89999999999964
2022-01-05 23:30:00,0.07601851224899292,4706.8,4709.3,4709.3,,4709.3,,-64.89999999999964
2022-01-06 00:00:00,0.03269224241375923,4709.3,4712.4,4712.4,,3.0999999999994543,3.0999999999994543,-61.80000000000018
2022-01-06 00:30:00,-0.017795205116271973,4712.4,4709.7,,4709.7,-4712.4,-2.699999999999818,-64.5
2022-01-06 01:00:00,0.6177182793617249,4709.7,4708.3,4708.3,,4708.3,,-64.5
2022-01-06 01:30:00,1.453212857246399,4708.3,4710.1,4710.1,,1.800000000000182,1.800000000000182,-62.69999999999982
2022-01-06 02:00:00,0.5912144184112549,4710.1,4701.4,4701.4,,-8.700000000000728,-8.700000000000728,-71.40000000000055
2022-01-06 02:30:00,0.5328238010406494,4701.4,4704.8,4704.8,,3.4000000000005457,3.4000000000005457,-68.0
2022-01-06 03:00:00,0.19311347603797913,4704.8,4701.1,4701.1,,-3.699999999999818,-3.699999999999818,-71.69999999999982
2022-01-06 03:30:00,0.6757076382637024,4701.1,4685.6,4685.6,,-15.5,-15.5,-87.19999999999982
2022-01-06 04:00:00,1.5671885013580322,4685.6,4685.3,4685.3,,-0.3000000000001819,-0.3000000000001819,-87.5
2022-01-06 04:30:00,-0.056499183177948,4685.3,4680.6,,4680.6,-4685.3,-4.699999999999818,-92.19999999999982
2022-01-06 05:00:00,-0.002070188522338867,4680.6,4687.6,,,0.0,,-92.19999999999982
2022-01-06 05:30:00,0.0012815743684768677,4687.6,4686.1,,,0.0,,-92.19999999999982
2022-01-06 06:00:00,0.31236082315444946,4686.1,4684.6,4684.6,,4684.6,,-92.19999999999982
2022-01-06 06:30:00,0.2924872934818268,4684.6,4687.4,4687.4,,2.7999999999992724,2.7999999999992724,-89.40000000000055
2022-01-06 07:00:00,0.005895406007766724,4687.4,4705.1,,4705.1,-4687.4,17.700000000000728,-71.69999999999982
2022-01-06 07:30:00,-0.2104453444480896,4705.1,4698.4,,,0.0,,-71.69999999999982
2022-01-06 08:00:00,0.10059098899364471,4698.4,4695.1,4695.1,,4695.1,,-71.69999999999982
2022-01-06 08:30:00,0.8616703152656555,4695.1,4703.3,4703.3,,8.199999999999818,8.199999999999818,-63.5
2022-01-06 09:00:00,1.7356568574905396,4703.3,4699.4,4699.4,,-3.9000000000005457,-3.9000000000005457,-67.40000000000055
2022-01-06 09:30:00,0.12472312152385712,4699.4,4701.3,4701.3,,1.9000000000005457,1.9000000000005457,-65.5
2022-01-06 10:00:00,0.00863693282008171,4701.3,4708.6,,4708.6,-4701.3,7.300000000000182,-58.19999999999982
2022-01-06 10:30:00,-0.00802960991859436,4708.6,4706.8,,,0.0,,-58.19999999999982
2022-01-06 11:00:00,0.04833197966217995,4706.8,4703.6,4703.6,,4703.6,,-58.19999999999982
2022-01-06 11:30:00,0.8167889714241028,4703.6,4701.8,4701.8,,-1.800000000000182,-1.800000000000182,-60.0
2022-01-06 12:00:00,0.4839748740196228,4701.8,4699.1,4699.1,,-2.699999999999818,-2.699999999999818,-62.69999999999982
2022-01-06 12:30:00,0.38042789697647095,4699.1,4701.9,4701.9,,2.7999999999992724,2.7999999999992724,-59.900000000000546
2022-01-06 13:00:00,0.45100370049476624,4701.9,4706.4,4706.4,,4.5,4.5,-55.400000000000546
2022-01-06 13:30:00,0.17935103178024292,4706.4,4703.9,4703.9,,-2.5,-2.5,-57.900000000000546
2022-01-06 14:00:00,0.88291335105896,4703.9,4698.2,4698.2,,-5.699999999999818,-5.699999999999818,-63.600000000000364
2022-01-06 14:30:00,0.3876238763332367,4698.2,4689.4,4689.4,,-8.800000000000182,-8.800000000000182,-72.40000000000055
2022-01-06 15:00:00,0.08037804812192917,4689.4,4695.6,4695.6,,6.200000000000728,6.200000000000728,-66.19999999999982
2022-01-06 15:30:00,1.9364575147628784,4695.6,4706.4,4706.4,,10.799999999999272,10.799999999999272,-55.400000000000546
2022-01-06 16:00:00,-0.24353641271591187,4706.4,4704.6,,4704.6,-4706.4,-1.7999999999992724,-57.19999999999982
2022-01-06 16:30:00,-0.6693040728569031,4704.6,4711.0,,,0.0,,-57.19999999999982
2022-01-06 17:00:00,-0.009634800255298615,4711.0,4715.0,,,0.0,,-57.19999999999982
2022-01-06 17:30:00,-0.00443587452173233,4715.0,4715.0,,,0.0,,-57.19999999999982
2022-01-06 18:00:00,0.003899984061717987,4715.0,4705.4,,,0.0,,-57.19999999999982
2022-01-06 18:30:00,-0.16356652975082397,4705.4,4709.2,,,0.0,,-57.19999999999982
2022-01-06 19:00:00,0.00012335926294326782,4709.2,4706.6,,,0.0,,-57.19999999999982
2022-01-06 19:30:00,0.36137399077415466,4706.6,4712.6,4712.6,,4712.6,,-57.19999999999982
2022-01-06 20:00:00,0.012437086552381516,4712.6,4708.2,4708.2,,-4.400000000000546,-4.400000000000546,-61.600000000000364
2022-01-06 20:30:00,0.3048308789730072,4708.2,4698.2,,4698.2,-4708.2,-10.0,-71.60000000000036
2022-01-06 21:00:00,0.018063656985759735,4698.2,4704.2,,,0.0,,-71.60000000000036
2022-01-06 21:30:00,0.005537036806344986,4704.2,4704.2,,,0.0,,-71.60000000000036
2022-01-06 22:00:00,0.009036481380462646,4704.2,4704.2,,,0.0,,-71.60000000000036
2022-01-06 22:30:00,0.008593425154685974,4704.2,4709.0,,,0.0,,-71.60000000000036
2022-01-06 23:00:00,0.011358752846717834,4709.0,4708.9,4708.9,,4708.9,,-71.60000000000036
2022-01-06 23:30:00,0.01103685051202774,4708.9,4709.8,4709.8,,0.9000000000005457,0.9000000000005457,-70.69999999999982
2022-01-07 00:00:00,-0.015761680901050568,4709.8,4713.4,,4713.4,-4709.8,3.5999999999994543,-67.10000000000036
2022-01-07 00:30:00,-0.007191471755504608,4713.4,4714.0,,,0.0,,-67.10000000000036
2022-01-07 01:00:00,0.004672206938266754,4714.0,4713.8,,,0.0,,-67.10000000000036
2022-01-07 01:30:00,-0.0017668604850769043,4713.8,4713.0,,,0.0,,-67.10000000000036
2022-01-07 02:00:00,0.6994851231575012,4713.0,4707.0,4707.0,,4707.0,,-67.10000000000036
2022-01-07 02:30:00,2.0293610095977783,4707.0,4709.4,4709.4,,2.399999999999636,2.399999999999636,-64.70000000000073
2022-01-07 03:00:00,0.17719104886054993,4709.4,4712.5,4712.5,,3.100000000000364,3.100000000000364,-61.600000000000364
2022-01-07 03:30:00,0.025554053485393524,4712.5,4708.4,4708.4,,-4.100000000000364,-4.100000000000364,-65.70000000000073
2022-01-07 04:00:00,0.2400929033756256,4708.4,4706.9,4706.9,,-1.5,-1.5,-67.20000000000073
2022-01-07 04:30:00,0.004219047725200653,4706.9,4708.8,,4708.8,-4706.9,1.9000000000005457,-65.30000000000018
2022-01-07 05:00:00,-0.003362104296684265,4708.8,4705.3,,,0.0,,-65.30000000000018
2022-01-07 05:30:00,0.2859704792499542,4705.3,4709.3,4709.3,,4709.3,,-65.30000000000018
2022-01-07 06:00:00,-0.0127798393368721,4709.3,4708.4,,4708.4,-4709.3,-0.9000000000005457,-66.20000000000073
2022-01-07 06:30:00,-0.0013900697231292725,4708.4,4706.6,,,0.0,,-66.20000000000073
2022-01-07 07:00:00,0.010646961629390717,4706.6,4705.4,4705.4,,4705.4,,-66.20000000000073
2022-01-07 07:30:00,0.27583736181259155,4705.4,4704.3,4704.3,,-1.0999999999994543,-1.0999999999994543,-67.30000000000018
2022-01-07 08:00:00,0.004254177212715149,4704.3,4698.9,,4698.9,-4704.3,-5.400000000000546,-72.70000000000073
2022-01-07 08:30:00,-0.021851569414138794,4698.9,4692.1,,,0.0,,-72.70000000000073
2022-01-07 09:00:00,0.44549503922462463,4692.1,4702.4,4702.4,,4702.4,,-72.70000000000073
2022-01-07 09:30:00,0.15245145559310913,4702.4,4702.4,4702.4,,0.0,,-72.70000000000073
2022-01-07 10:00:00,-0.008041225373744965,4702.4,4708.4,,4708.4,-4702.4,6.0,-66.70000000000073
2022-01-07 10:30:00,-0.008500941097736359,4708.4,4708.0,,,0.0,,-66.70000000000073
2022-01-07 11:00:00,-0.014037750661373138,4708.0,4709.3,,,0.0,,-66.70000000000073
2022-01-07 11:30:00,0.04776923358440399,4709.3,4703.4,4703.4,,4703.4,,-66.70000000000073
2022-01-07 12:00:00,0.14409616589546204,4703.4,4704.5,4704.5,,1.1000000000003638,1.1000000000003638,-65.60000000000036
2022-01-07 12:30:00,0.05645575001835823,4704.5,4700.9,4700.9,,-3.600000000000364,-3.600000000000364,-69.20000000000073
2022-01-07 13:00:00,0.4001622200012207,4700.9,4701.5,4701.5,,0.6000000000003638,0.6000000000003638,-68.60000000000036
2022-01-07 13:30:00,0.35653892159461975,4701.5,4688.1,4688.1,,-13.399999999999636,-13.399999999999636,-82.0
2022-01-07 14:00:00,0.24601855874061584,4688.1,4697.4,4697.4,,9.299999999999272,9.299999999999272,-72.70000000000073
2022-01-07 14:30:00,0.6470773816108704,4697.4,4704.2,4704.2,,6.800000000000182,6.800000000000182,-65.90000000000055
2022-01-07 15:00:00,3.2301511764526367,4704.2,4687.6,4687.6,,-16.599999999999454,-16.599999999999454,-82.5
2022-01-07 15:30:00,0.8802827596664429,4687.6,4670.6,4670.6,,-17.0,-17.0,-99.5
2022-01-07 16:00:00,-0.2670777440071106,4670.6,4681.8,,4681.8,-4670.6,11.199999999999818,-88.30000000000018
2022-01-07 16:30:00,-0.046414755284786224,4681.8,4694.6,,,0.0,,-88.30000000000018
2022-01-07 17:00:00,-0.09030387550592422,4694.6,4688.2,,,0.0,,-88.30000000000018
2022-01-07 17:30:00,0.010201271623373032,4688.2,4690.6,4690.6,,4690.6,,-88.30000000000018
2022-01-07 18:00:00,-0.0024213865399360657,4690.6,4688.0,,4688.0,-4690.6,-2.600000000000364,-90.90000000000055
2022-01-07 18:30:00,0.3698079586029053,4688.0,4687.6,4687.6,,4687.6,,-90.90000000000055
2022-01-07 19:00:00,0.16768524050712585,4687.6,4683.2,4683.2,,-4.400000000000546,-4.400000000000546,-95.30000000000109
2022-01-07 19:30:00,0.060906440019607544,4683.2,4693.0,4693.0,,9.800000000000182,9.800000000000182,-85.50000000000091
2022-01-07 20:00:00,-0.0023254379630088806,4693.0,4687.6,,4687.6,-4693.0,-5.399999999999636,-90.90000000000055
2022-01-07 20:30:00,-0.0046035125851631165,4687.6,4679.6,,,0.0,,-90.90000000000055
2022-01-07 21:00:00,0.008650008589029312,4679.6,4678.0,,,0.0,,-90.90000000000055
2022-01-07 21:30:00,0.0028954893350601196,4678.0,4678.0,,,0.0,,-90.90000000000055
2022-01-09 22:00:00,0.006514020264148712,4678.0,4678.0,,,0.0,,-90.90000000000055
2022-01-09 22:30:00,0.00669126957654953,4678.0,4680.5,,,0.0,,-90.90000000000055
2022-01-09 23:00:00,0.011412274092435837,4680.5,4661.4,4661.4,,4661.4,,-90.90000000000055
2022-01-09 23:30:00,-0.04660213738679886,4661.4,4668.3,,4668.3,-4661.4,6.900000000000546,-84.0
2022-01-10 00:00:00,0.0228084959089756,4668.3,4669.9,4669.9,,4669.9,,-84.0
2022-01-10 00:30:00,-0.01378590613603592,4669.9,4671.6,,4671.6,-4669.9,1.7000000000007276,-82.29999999999927
2022-01-10 01:00:00,-0.007354505360126495,4671.6,4667.0,,,0.0,,-82.29999999999927
2022-01-10 01:30:00,0.08594963699579239,4667.0,4676.4,4676.4,,4676.4,,-82.29999999999927
2022-01-10 02:00:00,-0.007321581244468689,4676.4,4677.4,,4677.4,-4676.4,1.0,-81.29999999999927
2022-01-10 02:30:00,-0.026775144040584564,4677.4,4676.1,,,0.0,,-81.29999999999927
2022-01-10 03:00:00,-0.02288377285003662,4676.1,4675.8,,,0.0,,-81.29999999999927
