,BUY,BUY_SUM_PIPS,BUYnum_alltrade,SELL,SELL_SUM_PIPS,SELLnum_alltrade,profit_pips,all_num_trade,profit_pips_with_transcation_cost(%$0.5),profit_pips_with_transcation_cost(%$0.1)
1,0.01,-134.00000000000455,2028,-0.01,-267.1999999999871,1800,133.19999999998254,3828,-249.60000000001747,-249.60000000001747
